#Urban population growth: annual %
"country",1960,"1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Dominican Republic",5.576359848,6.47451043777272,6.34609129725998,6.21205925504864,6.07198761287848,5.92897002894664,5.98689466562343,5.83817002897129,5.69416696202025,5.55561460549764,5.42230348827939,5.44584440631002,5.31493689271439,5.18731388878272,5.06253217774945,4.94213504690506,4.87113978481879,4.75980690275185,4.66276304486574,4.58220023827922,4.51316495036443,3.29625302530366,3.26686187206158,3.23370063983978,3.1947376633902,3.15176472780314,2.65393646873987,2.61667927766524,2.58140438112916,2.54900851901339,2.5174324969054,2.85215085372543,2.81424460262438,2.76478104007527,2.7008503486696,2.62841392202974,3.16470277762907,3.08314273195233,3.01448282166084,2.96265287754367,2.92288982805641,2.81739362231961,2.78029454498343,2.74329008278012,2.70503550371244,2.66574014250887,2.46382174899875,2.42937232692767,2.3924801908887,2.35238090364532,2.30994850340245,2.10663726278289
"East Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador",4.590395794,4.52452108283803,4.53284885775709,4.53283587555965,4.5226685424401,4.50472724126814,4.41739206568126,4.3971766575268,4.3723650299518,4.34308556562249,4.31065612919037,4.49911351411494,4.45647478681807,4.41759211071426,4.3837984803301,4.3523934623789,5.0211171013117,4.9593889064955,4.89462100270623,4.82598522345812,4.75424478995304,4.53645748950068,4.4667592072917,4.39647789241869,4.32602285560805,4.25438839728266,4.03432739479044,3.96081076231597,3.88380872759683,3.80307977007344,3.71855050486466,3.2113901180391,3.14233838896665,3.05110668309296,2.93236603826234,2.80034011043472,2.61095483227861,2.49189623201406,2.42207633990214,2.41556359449483,2.45099203044138,2.75421315995122,2.78077798686543,2.78081809499468,2.7429583700532,2.67904122905373,2.59479924976844,2.53629528083066,2.48193623505469,2.43500196100026,2.39327231532905,2.21651676006315
"Egypt",4.266522676,4.11448414120648,4.07329908778704,4.03155499435123,3.9904580397493,3.94859237262586,3.28352011951531,3.25488097751131,3.21045152848231,3.14693613953026,3.0738995743539,2.8656669844169,2.80670945224822,2.77048618062407,2.76289001805523,2.77589794762122,2.40748184792836,2.42349777456623,2.44761738261794,2.47958814775632,2.51459896901304,2.39497911325366,2.41584704524348,2.43251444887456,2.44422906445703,2.44696425436712,2.20882523359542,2.20143415813511,2.14505878859425,2.0296516226893,1.8794492885292,1.62647303370528,1.49213211392623,1.39954208770906,1.36273295434569,1.36664168662966,1.68031004739972,1.68718042526029,1.70567076034063,1.73448031742925,1.76873739823697,1.92327423261796,1.9577527945467,1.97606165000812,1.97291487294144,1.95432774650937,1.98477117289503,1.96210947989407,1.94098521765904,1.92362411577885,1.90758510918703,2.10657373165619
"El Salvador",3.372646475,3.35509091486441,3.46264822414252,3.50381237260291,3.46745843883705,3.37930227606946,3.23409551423823,3.13451708472356,3.05133126534017,2.99395267286541,2.95050836244083,3.72049427858751,3.64817337217107,3.55434434737987,3.43416791532071,3.29702072050558,3.37170299487264,3.23983421820576,3.10587874167229,2.9705059149101,2.838358029918,2.7234123895516,2.607895913824,2.51720470269206,2.45702030978941,2.42124732045001,2.38877348703494,2.35094937328972,2.35033827501073,2.39447918478603,2.46150823435464,3.40172823435268,3.43125199009992,3.37898071510931,3.22035051515083,2.99100968152599,2.82257955723984,2.6038812784063,2.41795178795263,2.28196942946954,2.18598173217916,1.35662908755722,1.28760253723521,1.24602843436552,1.23637338766422,1.25122313436379,1.24570309582736,1.27643821878801,1.30633883981947,1.33024457867941,1.3495935464816,1.30471194096797
"Equatorial Guinea",5.360969345,1.92995379176245,1.85482306852734,1.91725951672239,2.16441072360226,2.48469221174109,2.55863440646037,2.83950942275441,2.52933202683975,1.47775160129791,-0.044204341028892,-1.74419269237938,-3.24354797779298,-4.32443656013687,-4.670302557086,-4.3124060686239,-3.82282098945736,-3.26690807696333,-1.97525758732886,0.19427431763129,2.84127526229455,6.81076606177365,8.91743486766976,9.66033645477172,9.00695390814356,7.63815348237479,7.99363370445192,6.8618332918886,6.11077422799662,5.86379482373597,5.9460372749972,5.65358654994052,5.65824806024105,5.63717011637695,5.56679256698728,5.4650368682288,3.27398578570565,3.24783308091775,3.22429482888243,3.20386551524309,3.18367645580705,3.21573950558697,3.19330237474327,3.15537870569362,3.0991253310574,3.03272370400084,3.16225927555161,3.09736706518438,3.05228592754489,3.03290096810435,3.0273563609865,3.23379066142484
"Eritrea",5.589268163,5.81654933102001,5.74816993360621,5.67577642117465,5.59775070051602,5.51751090656726,4.72126639985739,4.6900528591254,4.6548391720793,4.61541254013355,4.57725065378853,3.9780084827925,3.95238845253073,3.9799958181052,4.07299366648188,4.1982710075314,4.40580725882428,4.49445503965899,4.49489431735792,4.38810034432376,4.2145644639174,3.92983009909229,3.73550111859306,3.63070523558015,3.6440164391395,3.71591932267542,3.4874667251599,3.56835719419362,3.38570028638594,2.87452745333041,2.18234325589227,1.6483127432834,1.0537488746354,0.822901705083578,1.09705247647108,1.74157254850329,2.84460806646182,3.45494850976016,4.0057094941239,4.44081852826922,4.76535683609892,5.48558800139642,5.73416793666536,5.78630352680818,5.62145230779379,5.32578411562788,5.41554429003698,5.11634564725993,4.90418665460173,4.8097565008475,4.78933283377396,5.22078599706375
"Eritrea and Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estonia",2.402079265,2.49506899450242,2.56462658161072,2.53214970933133,2.5004852491862,2.34574968361014,2.21437299428039,2.27346513110244,2.24790697685704,2.22217576808957,2.1144709919737,1.88067088580405,1.9276896202659,1.75740478833776,1.6563308027146,1.5703151467146,1.33869277408948,1.35809962778266,1.3038234185459,1.17066681752973,1.21401216139476,1.00722536082206,1.02147139359121,0.987784280594446,0.951973739811492,0.965953779114589,0.845482907058592,0.879971375365909,0.723387433760816,0.499805489521821,0.16804888612746,-0.825761732523047,-2.14883468938009,-2.90003054258302,-2.46536354093091,-2.11324576179586,-1.64069364551257,-1.30652203774277,-1.12643649993452,-0.926672520367344,-0.61368881804169,-0.389189808590651,-0.393930397614305,-0.368204999313718,-0.308826751872439,-0.230009242275509,-0.179245862952445,-0.129284145662527,-0.06396967170531,-0.019771474697469,0.00215843390882,0.069724886297889
"Ethiopia",5.418088538,5.85226109410173,5.80644397890364,5.75212949942224,5.68389111508548,5.60661518377382,5.11675301774762,5.04254666840549,5.00225709931203,5.00574406052926,5.02490842524291,4.79790946056991,4.83400217341597,4.70145205411557,4.36188361050151,3.91230750588483,3.57583013852447,3.18834884620342,3.05744430992088,3.26543247465953,3.70146434154707,4.37233433831975,4.7628655818004,5.02514513301395,5.11104750402685,5.07778623588186,5.23000481276365,5.19121612353916,5.17057929332677,5.18123542782876,5.2039049290323,5.28106319582307,5.26225074512571,5.19195988995376,5.0620586687092,4.89591191288302,4.3020049917691,4.15712732675101,4.03687714418438,3.95009829638162,3.8860172861452,3.89329118013883,3.82702931055209,3.75661228238619,3.67917172549898,3.59883627100478,3.63972145880831,3.5644552714492,3.50169688019248,3.45407026298594,3.41639731023003,3.67665769912162
"Faeroe Islands",,5.15416480606373,4.87653068996287,4.64727258695993,4.51623521704752,4.44018542535084,3.03145566615387,3.01882704360636,2.97998247764388,2.90039743492472,2.79484089724776,2.6686752252136,2.57773199748296,2.52466252922448,2.5255823606533,2.56116957830543,1.61442509144789,1.6633602883126,1.70571755365847,1.74879010844478,1.77842037013891,0.952362344747944,0.93687831487834,0.937522162750597,0.973564786319596,1.00366936291445,1.27633963766727,1.32774120477406,1.09419281352439,0.495986219525758,-0.324524251091932,-0.97407973495327,-1.81501320930112,-2.19516147551092,-1.87739918490032,-1.01700828819653,3.28528455682491,4.08232334225826,4.6073839016069,4.71012977302201,4.50567535476457,3.21335633942771,3.09938455049835,2.92833715390465,2.70655055062893,2.45994621247635,1.02265954775745,0.770628378177635,0.618943117011904,0.621884264697413,0.731666394866944,0.837305655832425
"Falkland Is (Malvinas)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fiji",5.209388913,5.37685153803813,5.38110736951718,5.276694002843,5.04384585378903,4.73640910376759,3.97512613206968,3.71311632470232,3.51817639472969,3.41320803426389,3.3712377260719,3.22860160309134,3.19832007248132,3.15894794030694,3.10152262698611,3.03773144462163,2.4470805565119,2.3761544643055,2.3992192152596,2.54056037924839,2.73945719469803,2.84109954497433,3.01258917860401,2.93690191295063,2.55462092159623,1.98827730740503,2.54585532920532,1.99636431473903,1.69597757764457,1.74621986530393,2.04408484874955,2.78910271635167,3.05109313932461,3.19600329176182,3.16583987825761,3.0105522069082,2.21626800731734,2.11504500878345,1.97657546126248,1.79894014573177,1.60401213009442,1.19266268049956,1.00033037751578,0.925830388223825,1.01211001772736,1.21077608191711,1.45092127353002,1.64749524501334,1.77194447626188,1.78993129469012,1.73052129458198,1.65977845991838
"Finland",2.429632845,2.27339147139729,2.22347803132437,2.22699838218002,2.05357741509274,1.80854895974512,1.72208222990455,1.87092097655211,1.76090230015459,1.23691029849147,0.899668319321734,1.41356160070495,1.86619067828628,1.82295285061273,1.76303033955017,1.66817503574546,1.44363805241944,1.40902894999238,1.40380231196055,1.35992681327069,1.40336345448068,1.55801571644973,1.67912610358403,1.70245192603269,1.62869484114506,1.49957427955181,1.2593651855566,1.20954361495617,1.20811130647998,1.27010087521857,1.34427424498133,0.947547694417421,0.961680940913503,0.882033371256128,0.827649003713733,0.776688729448681,0.628956929626594,0.597393539920876,0.564591766362223,0.53034300009128,0.504946518300415,0.403238598323174,0.417624664225132,0.413394287976689,0.464981914066557,0.51657571659754,0.541182891093467,0.582588210506233,0.622461062856254,0.63491234445139,0.613915428105306,0.595169765052329
"France",2.377330552,2.97879268910943,3.03020136662682,3.01261938993167,2.90678421793741,2.74241528056929,2.19910905828451,2.04305103459815,1.93255789513615,1.88869368828521,1.89067196788687,1.31874315726173,1.32746971826538,1.3058609165212,1.24027817507891,1.14679822769922,0.630497767970055,0.55067423799028,0.5056285174302,0.508639296581502,0.546056290514413,0.596514674469726,0.633872515335798,0.661613263978827,0.672636464192536,0.670599739469317,0.68001886440787,0.681272672353922,0.67168591383153,0.648770909585813,0.617230348952975,0.705466413509858,0.676971562726017,0.655225440155014,0.643350661863972,0.64067556029944,0.93550199766266,0.931826034295014,0.949489368484539,0.844665109639734,1.20168136607865,1.9320901459865,1.91709338113146,1.88457506348614,1.89843136914674,1.90258204494787,1.59357293242386,1.50715058498415,1.43957779324807,1.41526605035829,1.41341957367489,1.15491704665346
"French Guiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"French Polynesia",4.845697906,5.61161879335954,5.63764812067209,5.67812759124312,5.74280479240596,5.80609930780426,6.39079140950897,6.40492874262661,6.34645810910266,6.20638273296883,6.01673724098975,3.88577921681899,3.77105738428672,3.69048348121532,3.65925150859353,3.65623204582905,3.26407503943637,3.2440994956003,3.22380974355315,3.20052658085547,3.16866035089227,2.92108851408317,2.88279590210497,2.81682885037266,2.71688440190546,2.59528397477023,2.01383010448068,1.90167395009885,1.7989905988782,1.71172491741948,1.63702181279028,1.23459026569575,1.15428271233981,1.10626600089315,1.09754988244278,1.11124439063643,1.56980410723854,1.58228485796336,1.54424114714698,1.44244252350163,1.29834782914418,1.36044325655027,1.22975847897511,1.12971876525674,1.07435482746181,1.05030821071672,1.12794827976249,1.10311016184673,1.07633886183158,1.04212418370251,1.00413068248005,1.1354097976727
"Gabon",4.350701805,7.62102199023118,7.2174417281682,6.86218369767637,6.54040938868319,6.25727991178756,7.46127445687852,7.09907630976703,6.87413841661547,6.8021202970125,6.83564190372801,8.54031784334872,8.43342908813375,8.295171642434,8.09081632383514,7.84719514337581,7.93872967602537,7.71160967488544,7.51824888417405,7.36422539007774,7.23880805339773,5.71229518384337,5.68898558015726,5.66226747862584,5.63204889236776,5.59818059352748,5.24476499368602,5.20811770686935,5.18449745238151,5.17749515316046,5.17427071167602,5.02131325698383,4.99656638574186,4.92146832430038,4.78682946960645,4.61463318003085,4.05361783761787,3.90199082542915,3.75989750062022,3.63311711966278,3.51965478228914,3.07457245350534,2.97818439600846,2.89479953704482,2.82643095822331,2.77090825807132,2.4720863715213,2.43182520675003,2.40995275421214,2.40901943065831,2.4215965251351,2.25516184863531
"Gambia",4.357511568,6.41522939449493,5.71219804402373,5.23316531478545,5.05372862983009,5.09216762039096,8.51787513522633,8.24984138958136,8.07362292156418,7.97169074134507,7.91580286926843,7.89152209562369,7.90081667949472,7.81262220571511,7.59762867705242,7.31601904689854,6.28748636605614,6.12740015334151,6.06365875780638,6.12058854549589,6.25595833856709,6.78161267647096,6.82989027704341,6.93509902500582,7.10123293098436,7.27312558488497,7.86206407818772,7.92357339188134,7.76849089374975,7.36941092060229,6.83762413580441,6.39884599977286,5.94629047530762,5.61206547992991,5.42917593128155,5.35271665013025,5.07351663851517,5.00721097525712,4.96840883511357,4.95322884781841,4.9516113958035,4.67837637007434,4.69366949413959,4.67897239426507,4.62517023766283,4.54658191480606,4.17923191180121,4.11510524717907,4.06133642553974,4.02227924777427,3.99245835441763,3.69318301140271
"Georgia",2.762000797,2.71660885379598,2.64470644869157,2.5858623452564,2.51089912644346,2.40538239528365,2.22340786197078,2.04927138288638,1.96415032307006,1.9817077756241,-1.76066188544785,2.01231360108914,5.73042880192405,1.83160520546071,1.81028612237177,1.6711608530749,1.57276863393845,1.52611120669682,1.42123750840718,1.56676494980527,1.66652030740675,1.46474843137966,1.48697234342074,1.51507435471707,1.48608934315616,1.50491687345315,1.19918204976208,1.13560161218914,1.29919505431452,0.570779219415987,0.28010008122229,0.267554692000171,0.336681499160016,0.328803519373558,-1.45473206639046,-3.10336601890263,-2.96990463222584,-2.29739919931794,-1.43431021017173,-1.23251730530671,-1.22711572409935,-0.788468755282762,-0.736403188729407,-0.710962137783329,-0.309141331386465,0.924528158470417,0.943888911783686,-0.115002302996583,-0.003747664789886,0.719599665736989,1.05090012304867,0.967826560016211
"Germany",1.139574262,0.929706340288689,1.03902856866476,1.0852176348048,0.964229957992768,1.01202682007531,0.92318804278062,0.545757290510722,0.533187750587976,0.88137596154229,0.420975553319043,0.262587272181207,0.557530466715812,0.393929433500954,0.117893865304404,-0.29398395912525,-0.350517453705324,-0.148188423111765,-0.00890426219547,0.122273568583994,0.285435672749075,0.115785429309936,-0.131649840810593,-0.298702330535562,-0.382229524260185,-0.260066397054382,0.157655495458987,0.265379958698348,0.502316574782402,0.884850114546781,0.973358359434049,0.774548108229689,0.806268410892055,0.703291604128892,0.392735975882782,0.339762731494971,0.229691183686687,0.086493803485269,-0.044711632340416,0.00474344670231,0.075504578217622,0.247026062582264,0.246866974036635,0.134040009234311,0.056905126416476,0.021774837823409,0.012541410604563,-0.008536566131737,-0.065117347673105,-0.128514031722181,-0.028484797674931,0.11285106630393
"Ghana",6.799101703,5.55551710622427,5.47175967233813,5.30814996973511,5.04989315728895,4.74508104774852,4.46271004992594,4.18040453682544,4.05429592251157,4.12782901244915,4.32407581419543,3.35571021302703,3.57941799459541,3.6156765229776,3.41287628566945,3.07525711220444,2.69492422162565,2.41214585177005,2.36937914727499,2.64088775594541,3.10802165480793,4.02031771358434,4.4034797758446,4.58677960613563,4.51803763264551,4.29128454788457,5.11695542733784,4.88930459702799,4.73788659709858,4.6917924914924,4.7114512143596,4.8266702723449,4.81850426338743,4.76328441329974,4.6468746836817,4.49494635344448,4.39469750110977,4.26325918780052,4.17179415674185,4.13166296449515,4.12612967752121,4.0937731145022,4.08542285874742,4.07095654416745,4.04578261962118,4.01258430565488,3.88876323203459,3.85913511825069,3.82430956491147,3.78353523131833,3.73828867281645,3.59368596487939
"Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greece",,2.93253895296252,2.69059111722013,2.42272244786763,2.37318797254647,2.43873444253778,2.80965106601614,2.8442028575235,2.63994201696677,2.31602317245322,2.14147725709598,1.49591299668355,1.70094394648308,1.49411057740967,1.39745647542392,1.95744732219208,2.42703122278364,2.16735767138733,2.15541307994363,2.0981940220813,1.82652669113871,1.14123297206474,0.860482034845275,0.825150918680572,0.740991439102934,0.6305355825732,0.468239174226848,0.471649846832208,0.50030110894856,0.658766386404253,0.802567553777322,1.1245859459214,1.25184217671341,1.06861369607532,0.982785956103096,0.917804444247088,0.852156486864217,0.777877740732128,0.691130342970582,0.589946479213636,0.470642414204692,0.491016625481733,0.5362885522373,0.520094764625497,0.53869232477395,0.573852619403878,0.69888766399876,0.694688156022694,0.692484694468104,0.701880591372693,0.585270178153982,0.295698604748562
"Greenland",5.626464693,6.16143361344441,6.25797237398673,6.3353393961094,5.59992673252228,6.46941852787445,5.26920283510645,5.36558860868629,5.44661127720356,5.29056855987732,5.14373970823339,2.1606946417163,2.75299097911971,1.88608891561635,1.46046120397666,0.645067011664193,0.665989339388213,-0.143019851855465,0.054622384258186,1.26791439802743,1.65852283162696,2.06333661770413,1.45557876701273,1.63598275255919,1.62044849181333,1.41744255134081,1.00694328426421,1.55790262369661,1.72629948546299,1.34703649790465,0.977877572616535,0.111408629543169,-0.070431370265342,0.108742406976993,0.830907622430262,0.827153505577742,0.361667033010264,0.361014134964634,0.360363590182221,0.18162094886223,0.359386122192694,0.574407319573744,0.765488365984964,0.581170561217765,0.561912209303282,0.346276209129475,0.084244630373076,-0.020407097104708,-0.037443376985832,0.354540980811408,0.734258106602482,0.69861241618907
"Grenada",2.400696915,2.16434958063214,1.88412237742968,1.61300647065174,1.36783670337942,1.14609651231297,0.911658077514835,0.677759443433404,0.495099152559993,0.379604754907185,0.313254718949387,-0.049455043254935,-0.041070042427217,-0.110582976319558,-0.296701467640724,-0.537622951177662,-0.89372513735601,-1.16155916926501,-1.03629828833253,-0.349722099449906,0.698916190882842,1.90674624935163,2.89546202145595,3.21618744606097,2.68696580653444,1.63649547730893,0.385692904459638,-0.621130915678759,-1.18910958517702,-1.07818726689672,-0.45957535128781,0.842345617908217,1.43353620004869,1.78437437863779,1.76955050653024,1.50272235558507,1.30461805315737,1.08632267517962,0.929495796589586,0.879185064612375,0.90599570759069,0.980432993487339,0.987786860554429,0.999057594084324,1.01127094928135,1.02343289514172,1.12132216889171,1.14076846714437,1.15621432473789,1.16673442751668,1.17430036331696,1.2571326016198
"Guadeloupe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guam",3.538902936,4.18452854632508,4.39303549671715,4.51329231453935,4.52229568626786,4.45399008016802,4.7121533921698,4.62863985159685,4.53969664608518,4.4543143390521,4.37228024851174,9.02608248103082,8.55185896036299,8.14505118372464,7.80529667565831,7.51322837847508,4.58578264548795,4.54001197573436,4.49903491716647,4.46434836391642,4.4297563539202,1.95152480122667,1.95387253288752,1.96716581884732,1.9963809454863,2.03077398448006,2.03841336050305,2.05093780695484,2.00741719777731,1.89540339570638,1.74096588019661,2.20280827531331,2.06425221738175,1.93305214762882,1.81122788766229,1.7041287286874,1.53921626936953,1.43868350459437,1.41571828367072,1.4901641838168,1.62739121358459,1.56617418099086,1.69623555536648,1.74951047588265,1.70014337031241,1.58277416773581,1.46349730705852,1.35689558901864,1.27876357506722,1.24330208135703,1.23951941610878,1.25873069645518
"Guatemala",4.697966761,4.54524591068018,4.5109757203428,4.4762954980839,4.44001632861974,4.40331784723632,3.601294763344,3.58257003251241,3.57254465704572,3.57343485204987,3.5786744494397,3.37505864287366,3.37868296572611,3.35587647039941,3.30062655382412,3.2265257335043,2.87933223703002,2.81414899566036,2.77705356086984,2.77622519456016,2.79801377784787,3.39489161651466,3.40473809564641,3.39297396056169,3.35272465884175,3.29528538917195,3.34305563943704,3.29239182789376,3.25815101061599,3.24525222744589,3.24678553718545,3.26855600451892,3.27259083514781,3.26753679628753,3.24966321870209,3.22543307024531,3.20918367664957,3.19119730417742,3.19357195360909,3.22128939625577,3.26428522358097,3.32468934766425,3.36257822181438,3.38210421623324,3.37775364141757,3.35794026460374,3.37783814724096,3.35652401570496,3.3485793662315,3.35863455450166,3.37829147839509,3.4449505141084
"Guernsey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guinea",5.996965943,6.13644750948193,5.93045425847134,5.77321591722449,5.67234540786924,5.6012065117342,6.29066904711376,6.16266075914638,5.93471262214686,5.57428907328144,5.13330727275473,5.34499003630844,4.92139446168998,4.55706739011876,4.27233990844068,4.06423366256447,4.4266113002295,4.23856301652598,4.20143464877367,4.34757368259409,4.62421715974926,4.09611120868727,4.5009269312126,4.7717548139259,4.85639291900204,4.83664701002747,3.50121242844665,3.47345951407442,3.79556330816216,4.55299236330323,5.49882052887314,6.50871926401941,7.11788232373499,7.08410192497116,6.35337588371373,5.25036243338084,4.17443440567429,3.26906859386321,2.64512851565025,2.40235147464302,2.43141391284287,2.68833338407653,2.70722485848185,2.74376570941683,2.77705908465718,2.81252082273351,3.04396422650813,3.1166462882638,3.21182084515737,3.32904112316936,3.45421640881007,3.76402144456869
"Guinea-Bissau",3.384029942,1.5018431171027,1.35967604843388,1.21783388710238,1.07229409301792,0.949294683692344,0.858491221157687,0.798239263089933,0.969189364368322,1.43993174754819,2.11702305893231,2.87213264552298,3.48497392548714,4.00029876394778,4.37493139091691,4.61806431202301,5.88494055618123,6.01284782459887,5.9001136378767,5.52019164947457,4.98741632720222,7.88468629859854,7.16218931692652,6.62289318701053,6.31902046863647,6.18321631836535,6.83588886701633,6.6542889846853,6.48627201657314,6.31394315782108,6.14119337026785,4.95029916354455,4.89034357027491,4.81872411345681,4.73086928819466,4.63312352473721,4.14582797498501,4.07813114593872,4.01788063023644,3.96751650305105,3.92544259555123,3.97160775248873,3.93074937189944,3.90045348929998,3.88178871390794,3.87091852009976,3.85360040182776,3.8439677547582,3.83089046058231,3.81223851959027,3.78935574309218,3.63454608892077
"Guyana",3.311948077,2.89824166239751,2.82592239344731,2.78465913061851,2.78067052501198,2.7876886050488,2.83416775168014,2.82317671133762,2.66711815733873,2.33214060486532,1.89110569281092,1.61665291077325,1.18882586948416,0.927037148879883,0.895418704692117,1.018103399912,1.19353688206065,1.30885236800335,1.27015227044061,1.014125107801,0.614078175538843,-0.462150854685645,-0.82570561830156,-1.09281208124215,-1.21178064009338,-1.21147353195696,-1.18490145380754,-1.16729802098087,-1.08799341326052,-0.940652011949996,-0.746414238570005,-0.506760751625277,-0.279813473188069,-0.12515027317396,-0.07834812008471,-0.109457792501947,-0.16576270023797,-0.202234004348373,-0.208478565697931,-0.16535029991765,-0.08912661470482,0.033773221305105,0.094206998371216,0.123199741555755,0.108010403618079,0.06215865921234,0.281266149827607,0.235303353160301,0.203232143382418,0.192868955450324,0.198470197081594,0.518700779507394
"Haiti",4.298432541,4.4953600410812,4.44574013660011,4.3942000814855,4.34025184978723,4.28354434266845,4.45103584374738,4.39010000283173,4.30891148115263,4.20202681236341,4.08306009655703,2.42620735247276,2.36990568432449,2.35029717717454,2.37780033569698,2.43910597702171,2.00885708255386,2.06958499414899,2.14360949794862,2.23085645327757,2.32130600957944,4.89562195165144,4.90516854486246,4.87549866903648,4.79650023638091,4.6848330089489,6.66749946508874,6.4240049799439,6.20438993445077,6.01299115937361,5.84337575526547,4.88688595671364,4.77705794106562,4.67550600004816,4.58281730759306,4.4954808757895,3.77055226292996,3.71253503607595,3.64154853106031,3.5539608787059,3.45588573799635,6.33615052212876,6.06501893350669,5.81486814880065,5.58544376792532,5.375051728209,4.92596524355738,4.75996388604386,4.61495044390851,4.49302279062422,4.38869315727029,3.8099547057504
"Holy See",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honduras",5.589126206,5.84164553822506,5.83444037617667,5.75048573159706,5.57445255706627,5.34743446360963,5.29642412441067,5.09807355184173,4.9648471850296,4.91439620626921,4.92181786405688,4.9442740705426,4.94938408732898,4.96551591821502,4.98943882653148,5.0152044308651,4.76990202500532,4.79938536491296,4.80345541923781,4.77676906210192,4.7290270249003,4.7318668061344,4.67634631027918,4.62556486677866,4.58296894294817,4.54365734542132,4.42655954027661,4.37577338497873,4.31823359902313,4.25322556006854,4.18141021523965,3.99301303584835,3.9229097114037,3.83437740108354,3.72422560717497,3.60266724661065,3.49690800182716,3.38746182012021,3.29861562233195,3.2361092394562,3.19333160513315,3.44942129887143,3.40633717664788,3.37083455811735,3.34225490703005,3.31899724378799,3.19021193657282,3.17235578879554,3.15905943760873,3.15045459339368,3.14323411456162,3.1147762507602
"Hong Kong, China",4.11455868,3.24948474149146,4.52212033362698,3.72548101346064,2.70127498086217,2.91059405473648,1.18748853708134,2.82820075345355,2.42372621926126,1.89587051261693,2.72985104151552,2.60362153849701,2.36229154402798,3.26463158862334,2.60092609488826,3.33637789939429,1.65297851723871,1.83892460770076,2.20536381875165,5.85756759704889,3.06066324901085,2.66299790244032,1.86627970411163,1.83220981845747,1.29480007910405,1.38511594801135,2.65577150896275,2.57612936759405,2.03270894783583,2.38863789583503,1.65598590309679,0.926250097619339,0.936577751642781,1.81460459549413,2.34877061517833,2.07677946516689,4.43860779481101,0.832512854813318,0.834808807338866,0.955125814331738,0.881594075853745,0.736962668138432,0.44284682728195,-0.197404126472125,0.77991856230718,0.436871406105885,0.642270482876128,0.998339569469708,0.74513420512524,0.371923126021746,0.911067667006081,0.053750514045705
"Hungary",0.799757894,1.20553150615046,1.06933594818551,1.00132365343736,1.05128966746525,1.00760306326192,1.02007854941303,1.08487322429941,1.09073609001118,1.1202055680089,1.07757900196574,0.988719772275364,0.995744926294348,1.01508608957049,1.1343678857611,1.27142234305287,1.17811847836862,1.088598094788,0.965070948496958,0.797072462286692,0.677643499948004,0.288041277471345,0.221522516945304,0.129449419210504,0.078812237872709,0.096287178682179,0.057442430014174,0.059704031229811,0.073713483151471,-0.862511536408348,-0.807156678463148,-0.196926027691364,-0.230760924266226,-0.306027839377587,-0.329244668687672,-0.331952310981964,-0.366412597478523,-0.396479515288726,-0.428080989374406,-0.479044828712851,-0.455933193182178,0.323483824193437,0.265071853356317,0.260383429658978,0.322403488157718,0.34202236373366,0.624775282286825,0.619532081486823,0.593398249463529,0.607725959555777,0.530848772311107,0.389694197967584
"Iceland",2.912082006,2.54965025982193,2.45070614579432,2.3735822776191,2.36806120736593,2.31950314765758,2.21914755969497,2.13638733107086,1.88792961967904,1.4467568137142,1.03913733140962,1.22456294242537,1.87791300901524,1.9215195292465,1.7636562179628,1.68796316010601,1.35932899245589,1.10956000822225,1.14434335596339,1.34096604490923,1.42007359046398,1.43699374564417,1.63214489834067,1.61870808583396,1.35742341971872,1.08060490951454,0.995723464276981,1.35807309282655,1.82797460726789,1.49946971068307,1.038056025655,1.35290099439527,1.45000898077992,1.20981560716822,1.05946783858377,0.734729532642133,0.708057071246355,0.987058896384494,1.23843954440287,1.37653892468664,1.53621354607807,1.4668614367178,1.02997357501701,0.82968635196597,1.01493693951301,1.71970532424673,2.47352923817978,2.65603346830572,1.98536172008211,0.466873497112323,-0.01842911691785,0.413381019325972
